-5.617977528089887528e+03 3.700158427523114142e+02
-5.612491221910112472e+03 6.826035228342763883e-01
-5.607004915730337416e+03 1.645945362665540923e+00
-5.601518609550561450e+03 9.023790839643213157e-01
-5.596032303370786394e+03 3.630703924165792955e+02
-5.590545997191011338e+03 1.263893244867714705e+00
-5.585059691011236282e+03 1.243222751268757476e+00
-5.579573384831460316e+03 1.284152730171410406e+00
-5.574087078651685260e+03 1.437843256502926863e+02
-5.568600772471910204e+03 5.122489250299365748e-01
-5.563114466292135148e+03 2.832461744799106729e+00
-5.557628160112359183e+03 7.598633504626280122e-02
-5.552141853932584127e+03 6.019061556779779920e+01
-5.546655547752809071e+03 3.664174287717004486e+00
-5.541169241573034014e+03 4.678014223867676402e-01
-5.535682935393258049e+03 1.604301594329011316e+00
-5.530196629213482993e+03 1.323218807301522872e+02
-5.524710323033707937e+03 3.863884410997832752e+00
-5.519224016853932881e+03 4.820616659526658077e-01
-5.513737710674156915e+03 1.429792207691965134e+00
-5.508251404494381859e+03 1.065758639167143862e+01
-5.502765098314606803e+03 1.614061162681690087e+00
-5.497278792134831747e+03 1.078158762953641991e+00
-5.491792485955055781e+03 5.591522269911359394e-02
-5.486306179775280725e+03 1.106028298078482095e+02
-5.480819873595505669e+03 2.337396173780118339e-02
-5.475333567415730613e+03 2.391732753087598695e-01
-5.469847261235954647e+03 1.288064312187716220e+00
-5.464360955056179591e+03 1.060942076063151518e+01
-5.458874648876404535e+03 1.919307960861422746e-01
-5.453388342696629479e+03 1.766189884647648256e+00
-5.447902036516853514e+03 1.220537823595051696e+00
-5.442415730337078458e+03 1.441837708076226932e+02
-5.436929424157303401e+03 2.225456208108021361e+00
-5.431443117977528345e+03 1.933190348700485561e+00
-5.425956811797752380e+03 4.979392807567212254e-01
-5.420470505617977324e+03 5.856080187039650831e+00
-5.414984199438202268e+03 1.970035483219157335e+00
-5.409497893258427212e+03 5.732000529573179071e-01
-5.404011587078651246e+03 8.933379151642928395e-01
-5.398525280898876190e+03 1.333845613942224873e+02
-5.393038974719101134e+03 2.382886947553823909e+00
-5.387552668539326078e+03 2.741514547166373217e-01
-5.382066362359550112e+03 6.925840595212254813e-01
-5.376580056179775056e+03 3.678558422559552898e+00
-5.371093750000000000e+03 3.068030692307847640e-01
-5.365607443820224944e+03 4.048793724850442644e+00
-5.360121137640448978e+03 3.473787794254495687e+00
-5.354634831460673922e+03 1.237213185581980071e+02
-5.349148525280898866e+03 1.275256724415412712e+00
-5.343662219101123810e+03 5.270862535265823379e-01
-5.338175912921347845e+03 3.344558824871344260e-01
-5.332689606741572788e+03 8.186675126380622558e+00
-5.327203300561797732e+03 2.530974081165727974e+00
-5.321716994382022676e+03 3.110207904971297732e-01
-5.316230688202246711e+03 1.919486682872140859e+00
-5.310744382022471655e+03 1.711659101009800565e+02
-5.305258075842696599e+03 2.694607091669103838e+00
-5.299771769662921542e+03 2.502403218178187227e+00
-5.294285463483145577e+03 1.935459334215265281e+00
-5.288799157303370521e+03 9.096876312237219153e+00
-5.283312851123595465e+03 8.678669864444799043e-01
-5.277826544943820409e+03 2.474594002353590061e-01
-5.272340238764044443e+03 4.660034588233685215e-01
-5.266853932584269387e+03 1.388051701308525026e+02
-5.261367626404494331e+03 4.068318837343662953e-01
-5.255881320224719275e+03 1.180160672901266361e+00
-5.250395014044943309e+03 5.467588053145558957e-01
-5.244908707865168253e+03 7.194398935174929122e+00
-5.239422401685393197e+03 3.982259215744331726e+00
-5.233936095505618141e+03 1.057345919145134649e+00
-5.228449789325842175e+03 2.825543422329348520e-01
-5.222963483146067119e+03 1.025176586937741803e+02
-5.217477176966292063e+03 3.763150678574932684e+00
-5.211990870786517007e+03 3.974746796975960339e-01
-5.206504564606741042e+03 8.087076286646300849e-01
-5.201018258426965986e+03 2.057379073826750560e+00
-5.195531952247190929e+03 1.693006208812911639e-01
-5.190045646067415873e+03 4.219237407510110227e-01
-5.184559339887639908e+03 9.131919377105240931e-02
-5.179073033707864852e+03 1.430500256987600380e+02
-5.173586727528089796e+03 3.017298783348202340e-01
-5.168100421348314740e+03 2.085515578710978382e-02
-5.162614115168538774e+03 1.018801808115695096e+00
-5.157127808988763718e+03 8.140525673857530009e+00
-5.151641502808988662e+03 4.212882775695785398e-01
-5.146155196629213606e+03 2.268790962190820881e-01
-5.140668890449438550e+03 6.727492020255698701e-01
-5.135182584269662584e+03 1.209993256247322932e+02
